device,processor,ram,storage,battery,price,antutu_score,category,value_score,rating,height,website_url,image_url,upvotes,reviews,camera
MOTOROLA Edge 60 Fusion 5G,Dimensity 7400,8,256,5500,22999,840000,Value for Money,36.5233271,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-zephyr-256-gb/p/itmc9dbbd784b6bc?pid=MOBH9ARFURQ8U2ZF&lid=LSTMOBH9ARFURQ8U2ZF2HUBRS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_79&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBH9ARFURQ8U2ZF.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/i/-original-imahgqnzuy2fzusz.jpeg?q=70,"1,05,958 Ratings","5,543 Reviews",50MP + 13MP | 32MP Front Camera
Samsung M36 5G,1 Year Warranty,6,128,5000,14350,520000,Value for Money,36.2369338,4.2,17.02 cm (6.7 inch) Display,https://www.flipkart.com/samsung-m36-5g-light-green-128-gb/p/itm4cf1eae54334f?pid=MOBHEYY2YZXYBR66&lid=LSTMOBHEYY2YZXYBR66US5LRJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_80&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHEYY2YZXYBR66.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/2/t/m36-5g-sm-m366b-samsung-original-imahe5prkfcg8wrx.jpeg?q=70,"1,062 Ratings",54 Reviews,50MP Rear Camera
vivo T4x 5G,Dimensity 7300 5G,8,256,6500,17499,840000,Value for Money,48.00274301,4.4,17.07 cm (6.72 inch) Display,https://www.flipkart.com/vivo-t4x-5g-pronto-purple-256-gb/p/itm017656bdd097b?pid=MOBH9JUS4GGGPJHJ&lid=LSTMOBH9JUS4GGGPJHJMC4C45&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_81&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBH9JUS4GGGPJHJ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/t/v/-original-imahavdv28z4nrkn.jpeg?q=70,"1,38,505 Ratings","6,601 Reviews",50MP + 2MP | 8MP Front Camera
realme 15 Pro 5G,7 Gen 4,12,256,7000,35999,960000,Performance,26.66740743,4.3,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15-pro-5g-velvet-green-256-gb/p/itm216cdbf4baea0?pid=MOBHDVK2GGYGDDDP&lid=LSTMOBHDVK2GGYGDDDPARJZNK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_82&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHDVK2GGYGDDDP.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/n/3/-original-imahezrzhdddaudb.jpeg?q=70,"4,052 Ratings",322 Reviews,50MP + 50MP | 50MP Front Camera
realme P3 Lite 5G ,Dimensity 6300,6,128,6000,10749,600000,Value for Money,55.81914597,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/realme-p3-lite-5g-charger-box-lily-white-128-gb/p/itm07f7cde0148c4?pid=MOBHFNB4FGUGKJX4&lid=LSTMOBHFNB4FGUGKJX4VRQ3ZO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_83&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHFNB4FGUGKJX4.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/o/v/-original-imahfsgvr6fvsczs.jpeg?q=70,"7,455 Ratings",298 Reviews,32MP Rear Camera | 8MP Front Camera
realme P3 Pro 5G,7s Gen 3 Mobile Platform Processor,8,128,6000,18999,920000,Value for Money,48.42360124,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-p3-pro-5g-galaxy-purple-128-gb/p/itme2d563c696f88?pid=MOBH8VGVTFQGZ3UV&lid=LSTMOBH8VGVTFQGZ3UVEY18KM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_84&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBH8VGVTFQGZ3UV.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/u/a/-original-imah9m589s8htnvr.jpeg?q=70,"16,296 Ratings","1,210 Reviews",50MP + 2MP | 16MP Front Camera
MOTOROLA Edge 60 Pro,Dimensity 8350,8,256,6000,29999,930000,Multitasking,31.00103337,4.3,17.02 cm (6.7 inch) Display,https://www.flipkart.com/motorola-edge-60-pro-pantone-walnut-256-gb/p/itmd28ffaee4b29a?pid=MOBHC7EW5CW3T4UR&lid=LSTMOBHC7EW5CW3T4URQLPXHC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_85&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHC7EW5CW3T4UR.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/8/d/-original-imahgqnzhgvt3txq.jpeg?q=70,"39,823 Ratings","2,980 Reviews",50MP + 50MP + 10MP | 50MP Front Camera
Samsung Galaxy S24 5G Snapdragon,8 Gen 3,8,128,4000,40999,1100000,Performance,26.82992268,4.6,15.75 cm (6.2 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-amber-yellow-128-gb/p/itmd4baa945a78ef?pid=MOBHDVFKSZNEZGXW&lid=LSTMOBHDVFKSZNEZGXWFNGEN2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_86&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHDVFKSZNEZGXW.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/a/6/-original-imahfz2tnafhmagr.jpeg?q=70,"42,884 Ratings","2,374 Reviews",50MP + 12MP | 12MP Front Camera
realme 15T 5G,MediaTek Dimensity 6400 MAX,8,256,7000,23999,740000,Multitasking,30.83461811,4.3,16.69 cm (6.57 inch) Full HD Display,https://www.flipkart.com/realme-15t-5g-suit-titanium-256-gb/p/itm3f28d98da183c?pid=MOBHF57JD7DFXPDH&lid=LSTMOBHF57JD7DFXPDHWUXWXQ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_87&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHF57JD7DFXPDH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/e/w/-original-imahfkfyaytehgy7.jpeg?q=70,"4,549 Ratings",304 Reviews,50MP + 2MP | 50MP Front Camera
realme P3x 5G,Dimensity 6400,6,128,6000,11999,700000,Value for Money,58.33819485,4.4,17.07 cm (6.72 inch) Full HD Display,https://www.flipkart.com/realme-p3x-5g-lunar-silver-128-gb/p/itmab5a4b09b6ccc?pid=MOBH8VGVHUHDG6FG&lid=LSTMOBH8VGVHUHDG6FGJ7IOKU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_88&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBH8VGVHUHDG6FG.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/c/4/-original-imah9gtmjhh9eb8k.jpeg?q=70,"63,549 Ratings","2,379 Reviews",50MP Rear Camera | 8MP Front Camera
realme P3 Ultra 5G,Dimensity 8350 Ultra,12,256,6000,23999,960000,Performance,40.00166674,4.5,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-p3-ultra-5g-orion-red-256-gb/p/itm50171223b4a05?pid=MOBHAYKEK2YKSCTU&lid=LSTMOBHAYKEK2YKSCTUTPFDIS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_89&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHAYKEK2YKSCTU.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/3/1/-original-imahadrutq6xcsz3.jpeg?q=70,"3,114 Ratings",300 Reviews,50MP + 8MP | 16MP Front Camera
OPPO K13 5G,6 Gen 4,8,128,7000,17999,730000,Value for Money,40.55780877,4.5,16.94 cm (6.67 inch) Display,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-icy-purple-128-gb/p/itm6f2ebf6d205cf?pid=MOBHB392H7TZ4ZKJ&lid=LSTMOBHB392H7TZ4ZKJT3QIAI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_90&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHB392H7TZ4ZKJ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/k/e/-original-imahbfd4zqn9zazz.jpeg?q=70,"67,793 Ratings","4,094 Reviews",50MP + 2MP | 16MP Front Camera
Samsung Galaxy A55 5G,Samsung Exynos 1480 Processor,8,128,5000,25160,830000,Value for Money,32.98887122,4.4,16.76 cm (6.6 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a55-5g-awesome-iceblue-128-gb/p/itm0bb662185bcc4?pid=MOBGYT2HX4A4QAWW&lid=LSTMOBGYT2HX4A4QAWW4SF67X&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_91&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBGYT2HX4A4QAWW.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/c/j/-original-imahbzpyfv8gpku7.jpeg?q=70,"5,057 Ratings",308 Reviews,50MP + 12MP + 5MP | 32MP Front Camera
vivo T4x 5G,Dimensity 7300 5G,8,128,6500,15499,830000,Value for Money,53.55184205,4.4,17.07 cm (6.72 inch) Display,https://www.flipkart.com/vivo-t4x-5g-glacial-teal-128-gb/p/itm017656bdd097b?pid=MOBHFEWDW4XHPCHC&lid=LSTMOBHFEWDW4XHPCHCKMGWKS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_92&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHFEWDW4XHPCHC.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/k/r/-original-imahfhudssrdghcz.jpeg?q=70,"1,38,505 Ratings","6,601 Reviews",50MP + 2MP | 8MP Front Camera
realme P4 5G,Mediatek Dimensity 7400,8,128,7000,17999,830000,Value for Money,46.11367298,4.4,17.2 cm (6.77 inch) Display,https://www.flipkart.com/realme-p4-5g-steel-grey-128-gb/p/itmf836e6de035a5?pid=MOBHERXFVRWZP3PZ&lid=LSTMOBHERXFVRWZP3PZJBXCXE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_93&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHERXFVRWZP3PZ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/m/d/-original-imahf47f6fgxwh9a.jpeg?q=70,"10,757 Ratings",757 Reviews,50MP + 8MP | 16MP Front Camera
realme P4 Pro 5G,7 Gen 4 Mobile,8,256,7000,24999,930000,Multitasking,37.20148806,4.4,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-p4-pro-5g-birch-wood-256-gb/p/itme41a54752cc21?pid=MOBHERXKVQED7HGC&lid=LSTMOBHERXKVQED7HGC54DD1I&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_94&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHERXKVQED7HGC.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/b/o/-original-imahfghxxmadhjm4.jpeg?q=70,"14,322 Ratings","1,183 Reviews",50MP + 8MP | 50MP Front Camera
Samsung Galaxy S24 5G Snapdragon,8 Gen 3,8,256,4000,45999,1110000,Performance,24.13095937,4.6,15.75 cm (6.2 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-marble-gray-256-gb/p/itmc60e0c4fb63b7?pid=MOBHDVFKAWDVHJTU&lid=LSTMOBHDVFKAWDVHJTUK7PT9L&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_95&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBHDVFKAWDVHJTU.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/b/d/-original-imahfz2tuqdczpfg.jpeg?q=70,"42,884 Ratings","2,374 Reviews",50MP + 12MP | 12MP Front Camera
MOTOROLA Edge 60 Fusion 5G,Dimensity 7400,12,256,5500,24999,840000,Value for Money,33.60134405,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-zephyr-256-gb/p/itma79107312a42f?pid=MOBH9AQZAFGM3U6Q&lid=LSTMOBH9AQZAFGM3U6Q0CEQSM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_4_96&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=dd3a2dfe-8ab3-49e7-b828-ea2576d6da23.MOBH9AQZAFGM3U6Q.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/i/-original-imahgqnzuy2fzusz.jpeg?q=70,"42,245 Ratings","2,222 Reviews",50MP + 13MP | 32MP Front Camera
vivo T4R 5G,Dimensity 7400 5G,12,256,5700,23499,840000,Value for Money,35.74620197,4.4,17.2 cm (6.77 inch) Display,https://www.flipkart.com/vivo-t4r-5g-arctic-white-256-gb/p/itm3a5653667cb9c?pid=MOBHE49GATGKYHYD&lid=LSTMOBHE49GATGKYHYDJJDLKO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_49&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHE49GATGKYHYD.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/q/3/-original-imahfkvfzynqjjwz.jpeg?q=70,"3,889 Ratings",189 Reviews,50MP (OIS) + 2MP | 32MP Front Camera
MOTOROLA Edge 60 Stylus,7s Gen 2 Mobile Processor Processor,8,256,5000,19999,840000,Value for Money,42.00210011,4.3,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-stylus-pantone-gibraltar-sea-256-gb/p/itm9e562c122f9ee?pid=MOBH9AEUQKVZZYNH&lid=LSTMOBH9AEUQKVZZYNHEJ305D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_50&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBH9AEUQKVZZYNH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/7/x/-original-imahfvpcg8zevgbr.jpeg?q=70,"12,459 Ratings",937 Reviews,50MP + 13MP | 32MP Front Camera
MOTOROLA Edge 60 Fusion 5G,Dimensity 7400,8,256,5500,22999,840000,Value for Money,36.5233271,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-slipstream-256-gb/p/itm8553dc1ee56ee?pid=MOBH9ARFZHXSRYMA&lid=LSTMOBH9ARFZHXSRYMAFEL0WA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_51&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_rKRLLgaeCo_Ln9i4FQO1vB-TlvmdIL4IYwzQmgxSgIeR3xubrSPCN1XuXUMdy9jSn9-9t6wDJIrM7ylwDBK33k4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/x/-original-imahgqnzzgfbyevh.jpeg?q=70,"1,05,958 Ratings","5,543 Reviews",50MP + 13MP | 32MP Front Camera
Samsung Galaxy A35 5G,Exynos 1380 Processor,8,256,5000,20999,840000,Value for Money,40.00190485,4.4,16.76 cm (6.6 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-lilac-256-gb/p/itm8f49f29e842cc?pid=MOBGYT2HRXWTHACK&lid=LSTMOBGYT2HRXWTHACKF7KHON&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_52&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_rKRLLgaeCo_Ln9i4FQO1vB-TlvmdIL4IYwzQmgxSgIc-xIlVtHz7jGJyGUaWvMhgk-qE8HLZGhdSsGXtb7rFrw%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/s/8/-original-imahgy26fu3z2hez.jpeg?q=70,"59,272 Ratings","3,469 Reviews",50MP + 8MP + 5MP | 13MP Front Camera
realme Narzo 80 Lite 5G,1 Year Warranty,4,128,6000,10499,500000,Value for Money,47.6235832,4.3,16.94 cm (6.67 inch) Display,https://www.flipkart.com/realme-narzo-80-lite-5g-onyx-black-128-gb/p/itm47ab7fdec3924?pid=MOBHDEYWAVBYBAUZ&lid=LSTMOBHDEYWAVBYBAUZEKECEP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_53&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHDEYWAVBYBAUZ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/e/1/narzo-80-lite-5g-rmx3933-realme-original-imahdeywdbwg7ktq.jpeg?q=70,478 Ratings,22 Reviews,50MP Rear Camera
MOTOROLA G96 5G,7s Gen 2 Processor,8,256,5500,19999,840000,Value for Money,42.00210011,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/motorola-g96-5g-pantone-ashleigh-blue-256-gb/p/itmda6d829eead4b?pid=MOBHB3SZWPZTFFEE&lid=LSTMOBHB3SZWPZTFFEECZ5ZOS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_54&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHB3SZWPZTFFEE.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/6/r/-original-imahgqnzbwhbqywa.jpeg?q=70,"70,257 Ratings","3,555 Reviews",50MP + 8MP | 32MP Front Camera
Samsung Galaxy S24 FE 5G,Exynos 2400e Processor,8,128,4700,31999,920000,Performance,28.75089847,4.5,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-fe-5g-blue-128-gb/p/itme960199e26f23?pid=MOBH4ZG3Z5NCBW2H&lid=LSTMOBH4ZG3Z5NCBW2HHP3FVG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_55&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBH4ZG3Z5NCBW2H.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/r/t/-original-imahfw4ahyk6qfxe.jpeg?q=70,"66,852 Ratings","4,258 Reviews",50MP + 12MP | 10MP Front Camera
MOTOROLA g67 power 5G,7s Gen 2 Processor,8,128,7000,15999,830000,Value for Money,51.87824239,4.4,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/motorola-g67-power-5g-pantone-parachute-128-gb/p/itm983b978f3066a?pid=MOBHFSCEBA7G3HXN&lid=LSTMOBHFSCEBA7G3HXNM6IXLV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_56&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHFSCEBA7G3HXN.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/y/y/-original-imahhjhfu7jed8kt.jpeg?q=70,"1,872 Ratings",127 Reviews,50MP + 8MP | 32MP Front Camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,8,128,5000,17999,830000,Value for Money,46.11367298,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-red-128-gb/p/itma80a976542636?pid=MOBHDFVT5H5PYYZH&lid=LSTMOBHDFVT5H5PYYZHNCY8LX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_57&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_rKRLLgaeCo_Ln9i4FQO1vB-TlvmdIL4IYwzQmgxSgIdSTwNpu0WPw9EsPwFacZjH_Hu9rerQ74ZsXWyuY4Sc1w%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/3/m/-original-imahfusgku9zpw9e.jpeg?q=70,"3,832 Ratings",269 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
